;------------------------------------------------------------
;159_先代
;LOCATION MOVE TO ANOTHER FILE
;------------------------------------------------------------
;Kaoru氏绘
;--------立絵
;服
立絵_服_通常_159,158.png,0,0,180,180
立絵_服_笑顔_159,158.png,180,0,180,180
立絵_服_憤怒_159,158.png,360,0,180,180
;裸
立絵_裸_通常_159,158.png,0,180,180,180
立絵_裸_笑顔_159,158.png,180,180,180,180
立絵_裸_憤怒_159,158.png,360,180,180,180
;--------顔絵
;服
顔絵_服_通常_159,159_顔.webp,0,0,300,300
顔絵_服_笑顔_159,159_顔.webp,300,0,300,300
顔絵_服_憤怒_159,159_顔.webp,600,0,300,300
顔絵_服_発情_159,159_顔.webp,1500,0,300,300
;裸
顔絵_裸_通常_159,159_顔.webp,0,300,300,300
顔絵_裸_笑顔_159,159_顔.webp,300,300,300,300
顔絵_裸_憤怒_159,159_顔.webp,600,300,300,300
顔絵_裸_発情_159,159_顔.webp,1500,300,300,300
顔絵_裸_自慰_159,159_顔.webp,1200,300,300,300
顔絵_裸_愛撫_159,159_顔.webp,0,600,300,300
顔絵_裸_性交_159,159_顔.webp,300,600,300,300
;--------エフェクト
顔絵_照れ_159,159_顔.webp,900,0,300,300
顔絵_吐息_159,159_顔.webp,600,600,300,300
;------------------------------------------------------------
;Dairi氏绘
;--------立絵
;服
別立ち_服_通常_159,靈夢_通常.webp,39,0,680,680
別立ち_服_笑顔_159,靈夢_笑顔.webp,39,0,680,680
別立ち_服_憤怒_159,靈夢_憤怒.webp,39,0,680,680
;裸
別立ち_裸_通常_159,靈夢_服ビリ_通常.webp,0,0,625,625
別立ち_裸_笑顔_159,靈夢_服ビリ_笑顔.webp,0,0,625,625
別立ち_裸_憤怒_159,靈夢_服ビリ_憤怒.webp,0,0,625,625
;--------顔絵
;服
別顔_服_通常_159,靈夢_通常.webp,199,0,360,360
別顔_服_笑顔_159,靈夢_笑顔.webp,199,0,360,360
別顔_服_憤怒_159,靈夢_憤怒.webp,199,0,360,360
別顔_服_睡眠_159,靈夢_睡眠.webp,199,0,360,360
別顔_服_発情_159,靈夢_発情.webp,199,0,360,360
;裸
別顔_裸_通常_159,靈夢_服ビリ_通常.webp,0,0,390,390
別顔_裸_笑顔_159,靈夢_服ビリ_笑顔.webp,0,0,390,390
別顔_裸_憤怒_159,靈夢_服ビリ_憤怒.webp,0,0,390,390
別顔_裸_発情_159,靈夢_服ビリ_発情.webp,0,0,390,390
別顔_裸_自慰_159,靈夢_服ビリ_自慰.webp,0,0,390,390
別顔_裸_愛撫_159,靈夢_服ビリ_愛撫.webp,0,0,390,390
別顔_裸_性交_159,靈夢_服ビリ_性交.webp,0,0,390,390
;------------------------------------------------------------
;智灵奇传.ver

;原图：KanaeMituki /X：@KanaeMituki /Pixiv：叶絵美月（UID：111936926）
;改图：Kridy /Pixiv：Kridy（UID：19839264）
;本素材在未经原作者允许的情况下禁止再次转载使用，一切解释权归KanaeMituki氏所有

;原画：KanaeMituki /X：@KanaeMituki /Pixiv：叶絵美月（UID：111936926）
;改変：Kridy /Pixiv：Kridy（UID：19839264）
;本素材は原作者の許可無く再転載を禁止します。一切の解釈権はKanaeMituki氏に帰属します

;--------立絵
;服
別立ち2_服_通常_159,先代_智灵奇传_KanaeMituki绘.webp,0,0,944,944
別立ち2_服_笑顔_159,先代_智灵奇传_KanaeMituki绘.webp,944,0,944,944
別立ち2_服_憤怒_159,先代_智灵奇传_KanaeMituki绘.webp,1888,0,944,944
;裸
別立ち2_裸_通常_159,先代_智灵奇传_KanaeMituki绘.webp,0,944,944,944
別立ち2_裸_笑顔_159,先代_智灵奇传_KanaeMituki绘.webp,944,944,944,944
別立ち2_裸_憤怒_159,先代_智灵奇传_KanaeMituki绘.webp,1888,944,944,944
;--------顔絵
;服
別顔2_服_通常_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,0,0,554,554
別顔2_服_笑顔_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,554,0,554,554
別顔2_服_憤怒_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,1108,0,554,554
別顔2_服_睡眠_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,2216,0,554,554
別顔2_服_発情_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,2770,0,554,554
;裸
別顔2_裸_通常_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,0,554,554,554
別顔2_裸_笑顔_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,554,554,554,554
別顔2_裸_憤怒_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,1108,554,554,554
別顔2_裸_発情_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,2770,554,554,554
別顔2_裸_自慰_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,2216,554,554,554
別顔2_裸_愛撫_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,0,1108,554,554
別顔2_裸_性交_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,554,1108,554,554
;--------エフェクト
別顔2_照れ_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,1662,0,554,554
別顔2_吐息_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,1108,1108,554,554
別顔2_汗_159,先代_智灵奇传_KanaeMituki绘_顔絵.webp,1662,1108,554,554
